min_gain_from_open_pct,min_volume_mult,take_profit_pct,stop_loss_pct,rr_ratio,sessions_scanned,entries_triggered,num_trades,win_rate_pct,avg_profit_pct,median_profit_pct,total_return_pct,tp_hit_pct,sl_hit_pct,eod_exit_pct,avg_win_pct,avg_loss_pct,profit_factor,expectancy_r,median_minutes_held,ambiguous_excluded
5.0,3.0,5.0,8.0,0.625,2106,315,315,50.476190476190474,-0.7254357790608662,0.3448272460139292,-228.51227040417285,43.80952380952381,32.698412698412696,23.49206349206349,4.5267863207189105,-6.0786621499902544,0.7590222634460867,-0.1193413552457475,5.0,0
8.0,1.5,5.0,10.0,0.5,2106,519,519,51.637764932562625,-0.7324213063515771,0.19347785828357883,-380.1266579964685,36.80154142581888,19.653179190751445,43.54527938342967,3.9297784333057058,-5.710387562240628,0.7347905338941512,-0.1282612254192063,15.0,0
8.0,1.5,20.0,10.0,2.0,2106,519,519,38.15028901734104,-0.7574175564918716,-1.5151503596691505,-393.09971181928137,11.560693641618498,28.901734104046245,59.53757225433526,8.022466454773857,-6.173046946618396,0.801619896182402,-0.12269752085828312,50.0,0
5.0,2.0,20.0,8.0,2.5,2106,473,473,35.72938689217759,-0.7590254667894832,-2.2908321026913465,-359.0190457914256,11.20507399577167,39.74630021141649,49.04862579281184,8.3689072726957,-5.83343544367434,0.7975491946959139,-0.13011637381065994,30.0,0
8.0,2.0,15.0,10.0,1.5,2106,395,395,40.25316455696203,-0.770394841156147,-1.6835000617720857,-304.3059622566781,18.734177215189874,31.89873417721519,49.36708860759494,8.188496815587925,-6.80625828786084,0.8105519965705327,-0.11318918685912474,30.0,0
5.0,1.5,10.0,3.0,3.3333333333333335,2106,685,685,28.175182481751825,-0.7706733331066629,-2.999999999999997,-527.9112331780641,6.131386861313868,57.372262773722625,36.496350364963504,3.8478908187498027,-2.5824271569040165,0.584503164602753,-0.2984298438181686,5.0,0
5.0,5.0,20.0,8.0,2.5,2106,220,220,29.545454545454547,-0.7768016730843038,-7.99999999999999,-170.89636807854683,19.090909090909093,59.09090909090909,21.818181818181817,14.13051033013627,-7.028255093789706,0.8431250433149161,-0.11052553766449084,10.0,0
5.0,3.0,15.0,3.0,5.0,2106,315,315,18.73015873015873,-0.7824086423864303,-3.000000000000001,-246.45872235172553,8.253968253968253,75.23809523809524,16.507936507936506,8.144985462943538,-2.8398940025991966,0.6609981276395192,-0.2755062835691527,0.0,0
5.0,1.5,5.0,3.0,1.6666666666666667,2106,685,685,31.386861313868614,-0.7849115160608551,-2.9999999999999956,-537.6643885016857,15.182481751824817,54.74452554744526,30.072992700729927,3.1272744224232123,-2.574528487920588,0.5556596909245676,-0.30487583250431133,5.0,0
8.0,3.0,20.0,3.0,6.666666666666667,2106,275,275,16.0,-0.7909663325963066,-3.0000000000000013,-217.5157414639843,6.181818181818182,78.9090909090909,14.909090909090908,10.063780418228,-2.858537142277127,0.6705914460589902,-0.2767031853104481,0.0,0
8.0,3.0,15.0,3.0,5.0,2106,275,275,17.454545454545457,-0.8259470602329164,-3.000000000000001,-227.13544156405203,8.727272727272728,77.45454545454545,13.818181818181818,8.774721631290921,-2.856044404696107,0.6496564768995798,-0.2891926536138012,0.0,0
8.0,3.0,5.0,10.0,0.5,2106,275,275,54.54545454545454,-0.826969288205679,1.3493276095717444,-227.41655425656174,48.0,28.72727272727273,23.272727272727273,4.543885185098954,-7.271994656171239,0.7498165881477165,-0.11371973266012886,5.0,0
5.0,3.0,20.0,3.0,6.666666666666667,2106,315,315,16.825396825396826,-0.853290573571391,-3.000000000000001,-268.78653067498817,5.714285714285714,77.14285714285715,17.142857142857142,8.985402528120872,-2.8435605521579936,0.6392189404733198,-0.30007821459044515,0.0,0
5.0,1.5,15.0,3.0,5.0,2106,685,685,26.71532846715328,-0.8618881655188105,-2.9999999999999973,-590.3933933803852,2.9197080291970803,58.54014598540146,38.54014598540146,3.860827188594047,-2.583515475882661,0.5447743712349048,-0.33361060677383614,5.0,0
2.0,5.0,5.0,8.0,0.625,2106,244,244,52.86885245901639,-0.8658766781631813,1.0213389341472259,-211.27390947181624,48.77049180327869,38.9344262295082,12.295081967213115,4.68270239508483,-7.089934942937036,0.7408771103012897,-0.12212759145635942,0.0,0
5.0,1.5,20.0,3.0,6.666666666666667,2106,685,685,26.13138686131387,-0.87936861908217,-2.9999999999999973,-602.3675040712865,2.0437956204379564,59.12408759124088,38.83211678832117,3.9472472895073154,-2.586807843662245,0.5397997513786189,-0.33994354131739973,5.0,0
