min_gain_from_open_pct,min_volume_mult,take_profit_pct,stop_loss_pct,sessions_scanned,entries_triggered,num_trades,win_rate_pct,avg_profit_pct,median_profit_pct,total_return_pct,tp_hit_pct,sl_hit_pct,eod_exit_pct,avg_win_pct,avg_loss_pct,profit_factor,expectancy_r,median_minutes_held,ambiguous_excluded
8.0,3.0,20.0,5.0,25,10,10,30.0,1.310497546901526,-4.1825787876609954,13.104975469015262,20.0,50.0,30.0,14.441636791461354,-4.317133557909828,1.4336533321482128,0.3035573325037489,7.5,0
10.0,3.0,5.0,10.0,25,9,9,77.77777777777779,1.2718084044782676,5.000000000000005,11.446275640304409,66.66666666666666,22.22222222222222,11.11111111111111,4.492325091472058,-9.999999999999998,1.5723137820152204,0.1271808404478268,0.0,0
8.0,3.0,15.0,8.0,25,10,10,40.0,1.1104975469015284,-2.609967452684383,11.104975469015283,30.0,40.0,30.0,12.081227593596006,-6.203322484228124,1.2983609589121945,0.1790165753473168,20.0,0
8.0,3.0,5.0,10.0,25,10,10,70.0,0.9959752799062109,5.000000000000002,9.959752799062109,60.0,20.0,20.0,4.760701482054871,-7.788385858440662,1.4262651671385043,0.1278795501415512,7.5,0
2.0,3.0,20.0,5.0,25,13,13,38.46153846153847,0.8749099469789614,-5.0,11.373829310726498,15.384615384615385,53.84615384615385,30.76923076923077,9.676372718532793,-4.626004285242184,1.3073340568179739,0.18912865034952245,10.0,0
10.0,3.0,10.0,10.0,25,9,9,55.55555555555556,0.8674488573620542,1.4462756403043568,7.807039716258489,44.44444444444444,33.33333333333333,22.22222222222222,8.289255128060878,-8.409808981011476,1.2320813627838045,0.10314727234835758,5.0,0
2.0,3.0,20.0,10.0,25,13,13,46.15384615384615,0.7213591381387807,-2.00803428193742,9.37766879580415,23.076923076923077,38.46153846153847,38.46153846153847,11.396977265443992,-8.429170685265685,1.1589322391075698,0.08557889798099914,35.0,0
10.0,2.0,15.0,10.0,25,11,11,45.45454545454545,0.7097308832962188,-3.639235924045914,7.807039716258407,36.36363636363637,45.45454545454545,18.181818181818183,12.289255128060864,-8.939872654007651,1.1455471835451445,0.07938937284280598,25.0,0
2.0,3.0,10.0,10.0,25,13,13,53.84615384615385,0.41993828719236864,0.6578993461579525,5.459197733500792,38.46153846153847,30.76923076923077,30.76923076923077,7.780484647194372,-8.167365799476634,1.1114026616727641,0.0514166130797372,20.0,0
10.0,3.0,15.0,10.0,25,9,9,44.44444444444444,0.311893301806492,-3.639235924045914,2.807039716258428,33.33333333333333,44.44444444444444,22.22222222222222,11.611568910076082,-8.72784718480918,1.064323759498083,0.03573542194337939,25.0,0
8.0,3.0,15.0,5.0,25,10,10,30.0,0.3104975469015255,-4.1825787876609954,3.1049754690152547,20.0,50.0,30.0,11.108303458128015,-4.317133557909828,1.1027459350504303,0.07192215453530124,5.0,0
10.0,3.0,5.0,8.0,25,9,9,66.66666666666666,0.27180840447826715,5.000000000000003,2.446275640304404,55.55555555555556,33.33333333333333,11.11111111111111,4.407712606717399,-7.999999999999997,1.1019281516793502,0.03397605055978341,0.0,0
2.0,3.0,20.0,3.0,25,13,13,30.76923076923077,0.18260225467127006,-2.9999999999999982,2.373829310726511,7.6923076923076925,61.53846153846154,30.76923076923077,7.095465898165992,-2.8897815868819396,1.0912729230126836,0.06318894670108859,0.0,0
8.0,2.0,20.0,8.0,25,14,14,28.57142857142857,0.12556135860220843,-4.1735582242922,1.7578590204309181,21.428571428571427,42.857142857142854,35.714285714285715,15.83122759359601,-6.156705135395312,1.0285519442911901,0.02039424592227874,32.5,0
2.0,3.0,15.0,5.0,25,13,13,38.46153846153847,0.10567917774819172,-5.0,1.3738293107264923,15.384615384615385,53.84615384615385,30.76923076923077,7.676372718532792,-4.626004285242184,1.037122461038062,0.02284459140803825,5.0,0
5.0,3.0,10.0,8.0,25,12,12,41.66666666666667,0.09944140206593073,-1.30609817970574,1.1932968247911688,33.33333333333333,41.66666666666667,25.0,8.761098636840526,-6.087456622773066,1.0280036451237184,0.01633545965550247,10.0,0
8.0,3.0,5.0,8.0,25,10,10,60.0,0.09597527990621132,4.1624551871920294,0.9597527990621133,50.0,30.0,20.0,4.720818395730682,-6.841289393830495,1.0350720728145058,0.014028829125802259,7.5,0
5.0,3.0,20.0,3.0,25,12,12,25.0,0.09522239282381995,-3.000000000000001,1.1426687138858393,8.333333333333332,58.333333333333336,33.33333333333333,8.251621691099118,-2.623577373267946,1.0483931565066114,0.03629486737995849,0.0,0
