ticker,bar,observed_at,age_s,volume,close
RUBI,2026-08-03 15:59:00-04:00,2026-08-03 23:40:48.191647-04:00,27648.191647,4246.0,2.3499999046325684
FABC,2026-08-03 15:54:00-04:00,2026-08-03 23:40:48.191647-04:00,27948.191647,449.0,2.7200000286102295
FABC,2026-08-03 15:55:00-04:00,2026-08-03 23:40:48.191647-04:00,27888.191647,60.0,2.7200000286102295
FABC,2026-08-03 15:56:00-04:00,2026-08-03 23:40:48.191647-04:00,27828.191647,1347.0,2.7300000190734863
FABC,2026-08-03 15:57:00-04:00,2026-08-03 23:40:48.191647-04:00,27768.191647,1089.0,2.7249999046325684
FABC,2026-08-03 15:58:00-04:00,2026-08-03 23:40:48.191647-04:00,27708.191647,3266.0,2.7300000190734863
FABC,2026-08-03 15:59:00-04:00,2026-08-03 23:40:48.191647-04:00,27648.191647,505.0,2.7300000190734863
ABTS,2026-08-03 13:21:00-04:00,2026-08-03 23:40:48.191647-04:00,37128.191647,200.0,1.087499976158142
ABTS,2026-08-03 13:25:00-04:00,2026-08-03 23:40:48.191647-04:00,36888.191647,340.0,1.0651999711990356
ABTS,2026-08-03 13:30:00-04:00,2026-08-03 23:40:48.191647-04:00,36588.191647,322.0,1.0700000524520874
ABTS,2026-08-03 15:42:00-04:00,2026-08-03 23:40:48.191647-04:00,28668.191647,322.0,1.0750000476837158
